last_judgment,airline_sentiment,airline
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,positive,United
2/25/2015,positive,United
2/25/2015,positive,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,positive,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,positive,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,positive,United
2/25/2015,negative,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,neutral,United
2/25/2015,negative,United
2/25/2015,negative,United
2/25/2015,positive,United
2/25/2015,positive,United
